,0,1,2,3,4,5
497,3889,昊·梦想谷,浦东,42000,商业,在售
498,3890,绿庭尚城,松江,44518,住宅,在售
499,3891,金地天地云墅,宝山,45000,商业,在售
500,3892,阳光城•檀悦101,杨浦,价格待定,住宅,售罄
501,3893,罗店宝龙广场,宝山,40000,商业,售罄
502,3894,首创禧悦晴朗,青浦,价格待定,住宅,售罄
503,3895,融创领馆壹号院,徐汇,价格待定,别墅,售罄
504,3896,滨江公园壹号,宝山,53000,住宅,售罄
505,3897,雅邸VIP,浦东,价格待定,住宅,售罄
506,3898,珠江铂世外滩界,虹口,102000,住宅,售罄
507,3899,保利·首创丨颂,浦东,58000,住宅,售罄
508,3900,梵克雅堡,浦东,价格待定,写字楼,售罄
509,3901,嘉宝梦之星,嘉定,361,住宅,售罄
510,3902,新城上坤樾山明月,松江,55000,别墅,在售
511,3903,恒大江湾华庭,虹口,80000,住宅,在售
512,3904,陆家嘴锦绣逸庭,浦东,67000,住宅,在售
513,3905,云麓之城,宝山,34000,别墅,在售
514,3906,深城投十一街区,嘉定,50000,商业,在售
515,3907,富绅商业中心,青浦,价格待定,商业,未开盘
516,3908,大华珞斐墅,浦东,120000,别墅,在售
517,3909,颐景园·江南院,浦东,19800,住宅,在售
518,3910,颐景园·江南院,浦东,42000,别墅,在售
519,3911,虹桥金茂悦,青浦,46000,住宅,在售
520,3912,佘山水岸名邸,松江,42000,别墅,在售
521,3913,灿辉晶典1733,青浦,81000,别墅,在售
522,3914,金泰商务广场,浦东,75000,商业,在售
523,3915,融创精彩天地,浦东,400,商业,在售
524,3916,合景万景峰,奉贤,55000,商业,在售
525,3917,远洋万和四季,浦东,55000,商业,在售
526,3918,绿地朱家角1号,青浦,29000,住宅,在售
527,3919,招商主城,宝山,37000,住宅,在售
528,3920,招商主城,宝山,40000,别墅,在售
529,3921,福都商业美食广场,松江,38000,商业,在售
530,3922,望园豪庭,奉贤,36200,住宅,在售
531,3923,恒大滨江华府,浦东,124000,住宅,在售
532,3924,上海桃花源,闵行,2600,别墅,在售
533,3925,凯利海华府,浦东,79800,住宅,在售
534,3926,禹洲雍贤府,奉贤,42000,别墅,在售
535,3927,东方颐城,浦东,25000,住宅,在售
536,3928,东方颐城,浦东,32000,别墅,在售
537,3929,泰禾大城小院,崇明,25000,住宅,在售
538,3930,泰禾大城小院,崇明,600,别墅,在售
539,3931,中山学林苑,长宁,80000,住宅,在售
540,3932,凯德新视界(一期),浦东,23000,住宅,售罄
541,3933,绿岛江湾城,崇明,价格待定,住宅,售罄
542,3934,大华伊斐墅,浦东,9739,别墅,售罄
543,3935,新湖青蓝国际,静安,价格待定,住宅,售罄
544,3936,中建大公馆,杨浦,价格待定,别墅,售罄
545,3937,世茂云图,浦东,价格待定,住宅,售罄
546,3938,荣乐水岸,松江,价格待定,住宅,售罄
547,3939,川和路399弄,浦东,价格待定,住宅,售罄
548,3940,金地佘山天境(别墅),青浦,价格待定,别墅,售罄
549,3941,旭辉铂悦西郊,嘉定,4100,别墅,售罄
550,3942,海悦华庭,浦东,价格待定,住宅,售罄
551,3943,金地虹桥世家,青浦,56000,住宅,售罄
552,3944,金地虹桥世家,青浦,60000,别墅,售罄
553,3945,卓越维港,闵行,57000,别墅,售罄
554,3946,紫藤华庭,闵行,价格待定,住宅,售罄
555,3947,TODTOWN天荟,闵行,价格待定,住宅,售罄
556,3948,桂语云溪,松江,46000,别墅,售罄
557,3949,海上风华,浦东,28000,住宅,售罄
558,3950,招商海德名门红墅林,宝山,43000,别墅,售罄
559,3951,皇都花园,闵行,70000,住宅,售罄
560,3952,中建朗阅府,浦东,69000,住宅,未开盘
561,3953,中建朗阅府,浦东,75000,别墅,未开盘
562,3954,四季都会,宝山,49500,别墅,未开盘
563,3955,恒久财富中心,松江,45000,商业,在售
564,3956,中海建国里,黄浦,135000,住宅,在售
565,3957,新华御湖上园,金山,30000,商业,在售
566,3958,御沁园(公寓）,浦东,52000,住宅,未开盘
567,3959,三弦星街口,闵行,50000,商业,在售
568,3960,金隅金成府,嘉定,34000,住宅,未开盘
569,3961,紫晶南园,闵行,47000,住宅,未开盘
570,3962,建邦国宸府,金山,38800,别墅,在售
571,3963,建邦国宸府,金山,31800,住宅,在售
572,3964,滨江公园壹号,宝山,66000,别墅,在售
573,3965,文通拾里间,嘉定,50000,住宅,在售
574,3966,首创禧瑞里,青浦,55100,住宅,在售
575,3967,首创禧瑞里,青浦,60000,别墅,在售
576,3968,漓江花园三期,徐汇,71000,住宅,在售
577,3969,保利天琴宇舍,嘉定,34000,商业,在售
578,3970,保利星海屿筑,嘉定,35000,商业,在售
579,3971,康博名邸,杨浦,90000,住宅,在售
580,3972,碧桂园嘉誉,嘉定,32000,底商,在售
581,3973,秀泰天地,嘉定,35000,商业,在售
582,3974,华发公馆,杨浦,94000,住宅,在售
583,3975,万科启宸,宝山,38000,住宅,在售
584,3976,万科启宸,宝山,43000,别墅,在售
585,3977,复地万科活力中心,浦东,38000,写字楼,在售
586,3978,万科金域澜湾鹭语墅,浦东,价格待定,住宅,下期待开
587,3979,葛洲坝虹桥紫郡公馆,青浦,58000,住宅,在售
588,3980,中铁逸都,青浦,41000,商业,在售
589,3981,龙湖天琅,闵行,30000,写字楼,在售
590,3982,雍和府,宝山,30000,住宅,在售
591,3983,雍和府,宝山,520,别墅,在售
592,3984,保利玲珑公馆,浦东,25000,住宅,在售
593,3985,紫樱阁,青浦,37800,住宅,在售
594,3986,美溪里,金山,18000,住宅,在售
595,3987,美溪里,金山,327,别墅,在售
596,3988,虹桥正荣中心,闵行,47000,商业,在售
597,3989,上海国际品牌珠宝中心,浦东,65000,商业,在售
598,3990,万科七宝国际,闵行,80000,商业,在售
599,3991,白金湾府邸,虹口,180000,住宅,在售
600,3992,中海九峯里,松江,价格待定,别墅,未开盘
601,3993,中海九峯里,松江,33000,住宅,在售
602,3994,招商花园城,宝山,60000,底商,在售
603,3995,云间新天地,松江,55000,商业,在售
604,3996,新湖明珠城,普陀,85000,商业,在售
605,3997,佘山院子东园,松江,33500,住宅,在售
606,3998,佘山院子东园,松江,48000,别墅,在售
607,3999,凤凰城天境,奉贤,29900,别墅,在售
608,4000,新金浦,静安,120000,商业,在售
609,4001,中南江山美宸,崇明,24507,住宅,在售
610,4002,世纪江湾,杨浦,124500,别墅,未开盘
611,4003,东方渔港商业街,崇明,35000,商业,在售
612,4004,路劲上海派＋,嘉定,35000,住宅,未开盘
613,4005,嘉鼎国际,嘉定,30000,写字楼,在售
614,4006,宝林枫景苑,宝山,51000,住宅,下期待开
615,4007,甘建投商务广场,青浦,24000,写字楼,在售
616,4008,甘建投商务广场,青浦,24000,商业,在售
617,4009,森兰壹公馆,浦东,57600,住宅,未开盘
618,4010,首建智谷·上海金融科技中心,嘉定,33000,写字楼,在售
619,4011,新华红星国际广场,闵行,80000,商业,在售
620,4012,夏都融庭,青浦,价格待定,别墅,售罄
621,4013,禹洲老城里,嘉定,价格待定,住宅,售罄
622,4014,绿地海珀玉晖,普陀,105000,住宅,售罄
623,4015,融创滨江壹号院,黄浦,价格待定,住宅,售罄
624,4016,中冶枫郡苑,金山,价格待定,住宅,售罄
625,4017,金地天地云墅,宝山,42000,住宅,售罄
626,4018,同济东时区,浦东,价格待定,住宅,售罄
627,4019,张江三湘海尚,浦东,价格待定,住宅,售罄
628,4020,首创旭辉城(公寓),嘉定,26000,住宅,售罄
629,4021,经纬城市绿洲,宝山,价格待定,住宅,售罄
630,4022,虹康昭晖苑,长宁,125000,住宅,在售
631,4023,华侨城苏河湾(商铺),静安,85000,商业,在售
632,4024,静安府西区,静安,1450,别墅,在售
633,4025,招商虹桥公馆,青浦,58000,住宅,在售
634,4026,凤凰城天悦,奉贤,30000,别墅,在售
635,4027,福晟前滩钱隆广场,浦东,150000,商业,在售
636,4028,三林彩虹坊,浦东,70000,商业,在售
637,4029,凤鸣海尚,奉贤,25400,住宅,在售
638,4030,凤鸣海尚,奉贤,40000,别墅,在售
639,4031,观湖御景,青浦,30000,住宅,在售
640,4032,远洋金融街·西郊宸章,青浦,41400,住宅,在售
641,4033,卓越维港,闵行,46500,住宅,在售
642,4034,金地水悦堂,青浦,450,别墅,在售
643,4035,莫里斯花源,嘉定,32000,住宅,在售
644,4036,中粮首创禧瑞祥云,浦东,45000,住宅,在售
645,4037,中科金地华韵,浦东,32000,住宅,在售
646,4038,融创香溢精彩天地（商铺）,普陀,70000,商业,在售
647,4039,日月光伯爵湾,嘉定,31000,住宅,在售
648,4040,中海戈雅园,奉贤,27500,住宅,在售
649,4041,同济晶萃,松江,价格待定,别墅,未开盘
650,4042,中信广场,虹口,81000,写字楼,在售
651,4043,汉石丽苑休闲广场,闵行,45000,商业,在售
652,4044,静安康鑫家园,静安,90000,住宅,在售
653,4045,长江国际购物中心,宝山,56700,商业,在售
654,4046,青浦万达茂,青浦,50000,商业,在售
655,4047,万科七宝国际,闵行,40000,写字楼,在售
656,4048,新华联国际中心,闵行,18700,写字楼,在售
657,4049,中建锦绣天地(商铺),青浦,90000,商业,在售
658,4050,源昌幸福里,青浦,60000,商业,在售
659,4051,金山万达海汇街,金山,25000,商业,在售
660,4052,中海九峯里,松江,价格待定,别墅,未开盘
661,4053,中海九峯里,松江,33000,住宅,在售
662,4054,招商花园城,宝山,60000,底商,在售
663,4055,云间新天地,松江,55000,商业,在售
664,4056,新湖明珠城,普陀,85000,商业,在售
665,4057,佘山院子东园,松江,33500,住宅,在售
666,4058,佘山院子东园,松江,48000,别墅,在售
667,4059,凤凰城天境,奉贤,29900,别墅,在售
668,4060,新金浦,静安,120000,商业,在售
669,4061,中南江山美宸,崇明,24507,住宅,在售
670,4062,宝龙世家,浦东,150,商业,在售
671,4063,中惠金钻天地,浦东,50000,商业,在售
672,4064,远洋财富中心,浦东,28000,写字楼,在售
673,4065,远洋财富中心,浦东,50000,商业,在售
674,4066,高桥红坊,浦东,85000,商业,在售
675,4067,虹桥富力中心,闵行,100000,商业,在售
676,4068,东渡悦来城,青浦,50000,商业,在售
677,4069,中南锦庭,奉贤,35000,商业,在售
678,4070,平高世贸中心,松江,28000,写字楼,在售
679,4071,一品漫城(五期),闵行,58000,商业,在售
680,4072,翠湖天地隽荟,黄浦,160000,住宅,售罄
681,4073,金臣汇,闵行,1871,住宅,售罄
682,4074,华亭首府,松江,价格待定,别墅,售罄
683,4075,徐汇公园道壹号,徐汇,价格待定,住宅,售罄
684,4076,万科安亭新镇,嘉定,31800,住宅,售罄
685,4077,正阳世纪星城,奉贤,价格待定,住宅,售罄
686,4078,大华碧云天,宝山,价格待定,住宅,售罄
687,4079,西上海御庭,嘉定,32000,住宅,售罄
688,4080,保利艾庐,浦东,价格待定,别墅,售罄
689,4081,万科金域澜湾,浦东,价格待定,别墅,售罄
690,4082,青浦万达茂,青浦,28000,商业类,在售
691,4083,临港十七区,浦东,60000,商业,在售
692,4084,星尚湾名邸,青浦,55000,别墅,在售
693,4085,三迪上东街,松江,60000,商业,在售
694,4086,凯德星贸邸,静安,122000,住宅,未开盘
695,4087,复地雅园,黄浦,126000,住宅,在售
696,4088,五坊园,黄浦,111000,住宅,在售
697,4089,四季都会,宝山,43000,住宅,在售
698,4090,信达泰禾上城院子,宝山,52500,住宅,在售
699,4091,中海臻如府,普陀,95000,住宅,在售
700,4092,迈横九号街,浦东,42000,商业,在售
701,4093,保利象屿公园悦府,奉贤,36000,住宅,在售
702,4094,滴水湖馨苑悦湾,浦东,26000,住宅,在售
703,4095,华润置地赛拉维,奉贤,38500,住宅,在售
704,4096,东滩花园,崇明,34768,别墅,在售
705,4097,世纪江湾,杨浦,价格待定,住宅,未开盘
706,4098,龙湖春江天玺,奉贤,35300,住宅,在售
707,4099,万科翡翠公园,浦东,100000,商业,在售
708,4100,置汇旭辉广场,浦东,64000,写字楼,在售
709,4101,海上湾鹭居,青浦,430,别墅,在售
710,4102,明城新村桂花园,奉贤,价格待定,住宅,未开盘
711,4103,天和尚海庭前,奉贤,50000,别墅,在售
712,4104,中核锦悦府,青浦,58000,住宅,在售
713,4105,乐活居,普陀,93000,住宅,在售
714,4106,中骏天珑,青浦,58000,住宅,在售
715,4107,新城虹口金茂府,虹口,102000,住宅,在售
716,4108,保利玲玥公馆,奉贤,19500,住宅,在售
717,4109,复地富顿街区,松江,42000,住宅,在售
718,4110,复地富顿街区,松江,价格待定,别墅,未开盘
719,4111,合景天悦,松江,49500,住宅,在售
