,0,1,2,3,4
1395,2326,欣梅苑 2室2厅 188万,浦东,单价20404元/平米,188
1396,2327,精准修+位置好+满五唯一+通风好+采光棒！,浦东,单价54597元/平米,430
1397,2328,小区花园位置+中间楼层视野开阔+低总价+配套成熟,浦东,单价57788元/平米,279
1398,2329,此房05年商品房 欧式风情 景观房 五年唯一 9号线地铁,浦东,单价57959元/平米,682
1399,2330,小区景观位置 景观楼层 业主急售 一手动迁,浦东,单价39306元/平米,206
1400,2331,东边套户型，大阳台，无遮挡，采光好,浦东,单价74431元/平米,1199
1401,2332,品质楼盘高区江景房，带露台，满五唯一税少，欢迎品鉴,浦东,单价130052元/平米,1680
1402,2333,双南双阳台，南北通风，户型方正，适合刚需过度,浦东,单价45800元/平米,278
1403,2334,房子安静，从早到晚有太阳，近9号线，非顶楼,浦东,单价85529元/平米,630
1404,2335,独门独户，一房一厅，有钥匙，随时看，近7.8.13号线,浦东,单价57020元/平米,225
1405,2336,南北两房，楼层视野好，业主诚意，看房方便,浦东,单价78943元/平米,418
1406,2337,房龄新，采光充足！客厅和主卧朝南的通透户型,浦东,单价46571元/平米,480
1407,2338,98年房龄，四线交汇，卧室朝南客厅朝南，小区央座！,浦东,单价50287元/平米,272
1408,2339,汇枫公寓，南北两房，楼层好，视野好，业主诚心出售,浦东,单价35503元/平米,270
1409,2340,税费少，价格低，通风好，采光足，视野开阔。,浦东,单价47266元/平米,178
1410,2341,中虹佳园，楼层采光好，动迁满五小区近18号线800米。,浦东,单价37494元/平米,420
1411,2342,由由一村 2室1厅 350万,浦东,单价52688元/平米,350
1412,2343,中间楼层 位置好 靠黄浦江  采光充足,浦东,单价49410元/平米,180
1413,2344,汇丽苑精装三房 采光好视野好 得房率高,浦东,单价38521元/平米,380
1414,2345,小区位置好，楼层好，采光好，提前预约好看房,浦东,单价36369元/平米,268
1415,2346,单价7.9万世茂四房28楼江景视野，诚意出售看房有钥匙,浦东,单价79937元/平米,2230
1416,2347,诚意出售，小区中间位置，置换诚意出售。,浦东,单价51908元/平米,283
1417,2348,房子比较适合自住，临河位置，出行方便，阳光照射,浦东,单价38914元/平米,470
1418,2349,2003年商品房+满五年+电梯房+近地铁+带露台,浦东,单价60091元/平米,720
1419,2350,大三房，前后无遮挡，高层视野很好，三房朝南,浦东,单价72453元/平米,1390
1420,2351,双阳台落地窗，满五年。固定车位，南北通。诚意出,浦东,单价42362元/平米,394
1421,2352,看黄浦江景+带地下产权车位，看房方便 满五年唯一,浦东,单价66215元/平米,830
1422,2353,汇锦城二期+看房随时+户型好+房东诚心,浦东,单价28368元/平米,258
1423,2354,带地下室两层花园洋房带产权车位  火热出售中,浦东,单价30200元/平米,930
1424,2355,小区中间位置，次顶层，视野开阔，满五唯一没有个税,浦东,单价55073元/平米,760
1425,2356,万邦中间位置三房，单价实惠朝南户型采光好离地铁近！,浦东,单价64415元/平米,820
1426,2357,南北通小三房2013年次新房，明窗设计浅色装修刷卡入户,浦东,单价95663元/平米,1180
1427,2358,城南小区 双南户型五楼 采光无遮挡 装修可入住,浦东,单价31322元/平米,245
1428,2359,总高六层的二楼，南北户型，采光好！,浦东,单价38891元/平米,363
1429,2360,总价低、户型好、地铁、诚意出售、随时看、位置好,浦东,单价97512元/平米,858
1430,2361,三开间朝南户型 总价低 有钥匙看房方便 房东诚心出售,浦东,单价38552元/平米,330
1431,2362,临河位置，南北通三房，开发商统一精装修，满2年,浦东,单价69161元/平米,930
1432,2363,2号线世纪公园站+户型南北通 +大天井+原始3房+急售,浦东,单价68013元/平米,630
1433,2364,碧云社区叠加别墅，三年出一套，业主诚意出售，随时看,浦东,单价83334元/平米,1550
1434,2365,浦东书院镇 2011次新小区，户型方正，总价低,浦东,单价18781元/平米,154
1435,2366,满2年税费少有钥匙，随时看，精装有地暖，前后无遮挡,浦东,单价80338元/平米,715
1436,2367,地铁7号线 精装两房 双南双阳台 看房有钥匙,浦东,单价50456元/平米,349
1437,2368,诚意出售 精装修一直自住 用材考究 位置好2房,浦东,单价20624元/平米,188
1438,2369,09年小区，环境好，看房方便，价格可谈,浦东,单价60139元/平米,549
1439,2370,绿城花园洋房 比邻星河湾 顶楼带阁楼 带双车位,浦东,单价91080元/平米,1650
1440,2371,中间花园位置 附带产权车位 满2年 诚心出售,浦东,单价32165元/平米,312
1441,2372,开发商精装修+电梯高区+3房朝南+全明户型+小区楼龄新,浦东,单价73971元/平米,869
1442,2373,世纪公园小绿城，人车分流社区，房东置换诚售满五唯一,浦东,单价74337元/平米,860
1443,2374,没有增值税个税看房方便到价随时可签非顶楼小区中间,浦东,单价57625元/平米,410
1444,2375,满五唯一 精装 近地铁7+13号线 有产权车位 权属清晰,浦东,单价64683元/平米,865
1445,2376,动迁所得各付税，满五年唯一，附25㎡天井，可议价。,浦东,单价55955元/平米,405
1446,2377,世博板块 品质小区  再次装修  厅南北通,浦东,单价78716元/平米,740
1447,2378,中间位置中区无遮挡，满五唯一税费少婚房装修拎包入住,浦东,单价48466元/平米,450
1448,2379,小区唯一 一套在卖三楼边套户型 全明 户型,浦东,单价55452元/平米,355
1449,2380,13年小区 汇枫公寓 刚上装修两房 采光充足,浦东,单价36913元/平米,275
1450,2381,次新花园洋房 满两年少税 业主诚意 看房方便,浦东,单价90050元/平米,1095
1451,2382,推荐！ 婚房精装 采光好满五唯一房子看好诚心出售！！,浦东,单价39044元/平米,325
1452,2383,主卧八角窗 卧室带地暖 南北直通 动静分离 3+1户型,浦东,单价48217元/平米,707
1453,2384,13号陈春站，一手动迁，无增值税，楼层好，视野开阔,浦东,单价60352元/平米,525
1454,2385,成熟小区 中间位置 楼层好 户型好 诚意出售 价格可谈,浦东,单价49653元/平米,550
1455,2386,地下室+花园+精装，看房方便业主诚意出售！,浦东,单价53114元/平米,412
1456,2387,房子西南朝向，适合自住，客厅正对夏威夷冲浪沙滩,浦东,单价91236元/平米,1880
1457,2388,朝南看江景大三房，带车位诚意出售,浦东,单价95940元/平米,1590
1458,2389,户型通透 看楼下绿化景观 看房方便 业主诚意出售,浦东,单价93936元/平米,1600
1459,2390,婚房装修，附带50平左右阁楼，双轨（6+10）交汇,浦东,单价46621元/平米,389
1460,2391,7/13双轨+户型通透+花园位置+配套成熟+精装修+税费少,浦东,单价68593元/平米,950
1461,2392,动迁满五唯一， 楼层佳 简约风个  诚信出售 位置佳,浦东,单价58964元/平米,745
1462,2393,汇豪三房必看，朝南看江，采光好通风效果。,浦东,单价101707元/平米,1520
1463,2394,高迪不多户型开间全南绝密隐私精致装修随时看诚意售,浦东,单价61275元/平米,700
1464,2395,空中别墅8房3厅3卫，满五唯一精装修，有车位,浦东,单价83427元/平米,1050
1465,2396,买一层带一层，正气精装复式带露台，近6/7/8/13号地铁,浦东,单价75889元/平米,739
1466,2397,满五唯一、飞机户型、景观位置、近地铁、近商场,浦东,单价57659元/平米,585
1467,2398,精装修30万大四房，14年新小区，环境很好  可看房/,浦东,单价28848元/平米,400
1468,2399,中间位置，楼层好，正气小三房，诚意卖，看房方便,浦东,单价83690元/平米,920
1469,2400,江临天下  高区2房  正看小区花园景观  安静舒适,浦东,单价98417元/平米,1150
1470,2401,近地铁小三房，一手动迁满五年，原始房型随意装修,浦东,单价48074元/平米,448
1471,2402,满五唯一  税费少 位置好 楼层佳 价格可谈,浦东,单价66073元/平米,645
1472,2403,百变3房2卫，尽4米面宽客厅尽享尊贵,浦东,单价79378元/平米,980
1473,2404,临港新片区 云帆雅苑  成熟社区 交通便利 诚意出售！,浦东,单价15006元/平米,180
1474,2405,双轨地铁口的世外桃花源，电梯大三房，卧室全朝南,浦东,单价58360元/平米,740
1475,2406,诚心售 位置好 环境优 楼层佳 视野开阔,浦东,单价43000元/平米,414.3
1476,2407,此房只应天上有，人间难得几回寻。,浦东,单价51799元/平米,455
1477,2408,陆一两房，两房朝南厅朝南，主楼位置，有钥匙！,浦东,单价96423元/平米,1070
1478,2409,锦绣前城=新小区+人车分流+精致小三房,浦东,单价88525元/平米,1080
1479,2410,双南全明格局，诚意出售，小区开阔位置，居中楼层！,浦东,单价86398元/平米,585
1480,2411,三林新村  一梯两户 满五唯一税费少有钥匙 看房随时,浦东,单价53711元/平米,380
1481,2412,满五唯一免个税，配套成熟，楼层好,浦东,单价40566元/平米,310
1482,2413,昌邑 电梯复式，新装修2年空调带地暖，税费少带车位,浦东,单价82254元/平米,1250
1483,2414,南江苑 3室2厅 430万,浦东,单价52008元/平米,430
1484,2415,紫光大厦 3室2厅 850万,浦东,单价54127元/平米,850
1485,2416,锦绣华城十四街区（悦豪斯），内设游泳池和会所，精装,浦东,单价84231元/平米,720
1486,2417,金地湾流域（二期569弄） 3室2厅 720万,浦东,单价80564元/平米,720
1487,2418,星河湾▎北观园林景观泳池▎性价 比高▎精装大四房,浦东,单价88368元/平米,2800
1488,2419,买进价格高税费少，南北直通格局双阳台采光好保养新,浦东,单价95239元/平米,1000
1489,2420,精装修，一手动迁、满五唯一少有三房、户型正气，,浦东,单价50916元/平米,545
1490,2421,一楼带大花园，可看黄浦江支流，满五唯一税少,浦东,单价45050元/平米,450
1491,2422,一手动迁 税费少 南北通透 地铁200米 09年次新房,浦东,单价69550元/平米,600
1492,2423,珍藏257平4+1户型 高区 税费低 看房方便,浦东,单价132296元/平米,3400
1493,2424,意凯家苑 大两房 南北户型 楼层好 看房方便,浦东,单价52584元/平米,580
1494,2425,海怡花园(浦东) 3室2厅 980万,浦东,单价70540元/平米,980
1495,2426,华丽新出三南户型+业主诚售+精装保养好+看房方便,浦东,单价86957元/平米,1350
1496,2427,悦豪斯     人车分流     开发商统一装修    大金空调,浦东,单价84231元/平米,720
1497,2428,2000年商品房，低楼层，带花园，一梯一户，满五年唯一,浦东,单价47365元/平米,460
1498,2429,由由三村 3室2厅 667万,浦东,单价53891元/平米,667
1499,2430,临港新片区，70年产权住宅，精装修，诚意出售，可谈,浦东,单价25653元/平米,222
1500,2431,一手动迁少税，中间楼层，业主诚售，看房方便,浦东,单价28956元/平米,235
1501,2432,14年电梯房新小区 一手动迁刚满三年无增值税 户型好,浦东,单价24051元/平米,190
1502,2433,珠光苑 3室2厅 496万,浦东,单价34606元/平米,496
1503,2434,此房为一手动迁，两梯四户，双南户型，毛坯房,浦东,单价26517元/平米,205
1504,2435,满两年+小区央座+精装修+配套齐全+业主诚售+拎包入住,浦东,单价34267元/平米,230
1505,2436,满五年唯一人车分离 正看小区景观大道采光好 视野开阔,浦东,单价100637元/平米,980
1506,2437,本房小区位置好，临河房，采光无影响，精装修，方便看,浦东,单价26583元/平米,210
1507,2438,满五唯一 税费少 精装修 拎包入住,浦东,单价38552元/平米,280
1508,2439,佳腾花园 3室2厅 410万,浦东,单价35242元/平米,410
1509,2440,三房两厅一厨两卫，一首动迁房，无增值税，随时看房,浦东,单价40795元/平米,485
1510,2441,此房为一手动迁，两梯四户，南北户型，靠河景观房,浦东,单价26970元/平米,217
1511,2442,中虹家园 两房精装  拎包入住 配套齐全。,浦东,单价39978元/平米,283
1512,2443,高楼层+采光好+带阁楼+房东诚意出售,浦东,单价25945元/平米,265
1513,2444,精装修两室，拎包入住，动迁少税，诚意出售。,浦东,单价41227元/平米,285
1514,2445,心圆东苑，一手动迁无增值税，小区新环境好南北通风,浦东,单价41928元/平米,328
1515,2446,临丰小区1梯2户，2房朝南，户型方正，适合居家型,浦东,单价33883元/平米,220
1516,2447,户型正气，南北两房，视野开阔，采光充足，交通方便,浦东,单价23980元/平米,195
1517,2448,彩虹雅苑二房精装 看房方便 一手动迁,浦东,单价25045元/平米,268
1518,2449,小区中间位置，平常看房方便一手动迁税费少,浦东,单价43638元/平米,215
1519,2450,此房一手动迁，位置很好视野宽阔，小区环境好，精装修,浦东,单价46557元/平米,340
1520,2451,房子满五年唯一，双南户型，楼层3楼，房东诚心出售,浦东,单价43826元/平米,340
1521,2452,6+14双轨线房源（新出）+满五唯一+中间楼层,浦东,单价53555元/平米,388
1522,2453,精装两房带阁楼，阁楼面积大，户型正气，看房方便,浦东,单价25470元/平米,194
1523,2454,听潮六村 业主自住装修 保养的新颖,浦东,单价26534元/平米,225
1524,2455,高品质小区+产权车位+开发商精装急卖,浦东,单价30928元/平米,300
1525,2456,荡湾新村 2室1厅 130万,浦东,单价24791元/平米,130
1526,2457,06年商品房，一楼带天井，南北房间精装修，满5唯一,浦东,单价38664元/平米,295
1527,2458,曙光北苑 3室2厅 430万,浦东,单价36395元/平米,430
1528,2459,永乐小区 3室2厅 300万,浦东,单价20980元/平米,300
1529,2460,此房满五唯一，小户型两房，税费少总价低,浦东,单价25460元/平米,140
1530,2461,陆家嘴总价醉低三房满五唯一，业主诚意出售看房方便,浦东,单价81196元/平米,975
1531,2462,亲水湾玲珑  毛坯两房  超 性 价 比，低 总 价,浦东,单价54966元/平米,409
1532,2463,昱龙家园 3室2厅 360万,浦东,单价28484元/平米,360
1533,2464,花木管辖，小区央座，售后公房，非底楼，总价低,浦东,单价53642元/平米,218
1534,2465,绿地崴廉南北大两房，小区央座，景观楼层，非顶楼！,浦东,单价54585元/平米,528
1535,2466,星河湾三期高区景观两房，已满2年，V IP房源诚意出售,浦东,单价110910元/平米,1220
1536,2467,房子唯一，产权清晰，看房提前预约，中间楼层,浦东,单价106802元/平米,548
1537,2468,四六号线蓝村路地铁口，精装两房，业主自住，看房方便,浦东,单价61423元/平米,349
1538,2469,绿地C7户型，满五年不唯一，楼层佳，南北通透,浦东,单价51933元/平米,508
1539,2470,60万装修带地暖+中区高层+2号线地铁口满五惟一高档小,浦东,单价98537元/平米,1212
1540,2471,门店主推房，中间楼层，精装修拎包入住，近轨交11号线,浦东,单价45744元/平米,382
1541,2472,您要的精装可拎包即住的带阁楼大房子来啦！,浦东,单价49265元/平米,385
1542,2473,不怕对比 可优化房间 诚售  满五唯一 带25㎡花园,浦东,单价67092元/平米,610
1543,2474,精致户型可塑性高  动静分离  到泾东不看此房留遗憾,浦东,单价78787元/平米,400
1544,2475,此房满五 中装一房直筒套厨卫朝北，位置好9m14m,浦东,单价45611元/平米,213
1545,2476,满五唯一， 精装修，楼层好，边套，采光好,浦东,单价43555元/平米,225
1546,2477,中虹家园两房，楼层好，税费少，双南户型,浦东,单价38334元/平米,265
1547,2478,南北通格局，中间楼层，采光好，楼梯房 得房率大 安静,浦东,单价39286元/平米,198
1548,2479,双南大俩房，楼层好，小区花园位置，装修好，采光好,浦东,单价96979元/平米,475
1549,2480,南北通户型好，楼层好，位置好，S3高架，11号线,浦东,单价35417元/平米,255
1550,2481,印象春城 两房朝南 业主诚心出售 随时可以看房,浦东,单价39272元/平米,345
1551,2482,近地铁杨思站 一梯两户 采光好 诚意出售 随时可看,浦东,单价47381元/平米,189
1552,2483,周浦精装两房 税费少 配套齐全 景观楼层 靠地铁,浦东,单价34899元/平米,350
1553,2484,近地铁，双南户型，楼层好，采光好，房东诚意出售,浦东,单价38456元/平米,253
1554,2485,一手动迁，距离九号线曹路站800米，楼层采光好,浦东,单价37219元/平米,190
1555,2486,南北两房、诚意出售、简单装修、近地铁、配套齐全,浦东,单价53502元/平米,272
1556,2487,二手买进，精装修可以直接入住。房子上面有阁楼,浦东,单价57105元/平米,215
1557,2488,十二大安心服务承诺，保驾护航，南北通户型，楼层好,浦东,单价36211元/平米,263
1558,2489,潍坊四村，双南两房，简单装修，采光好，随时可看房,浦东,单价65798元/平米,318
1559,2490,临沂六村 双南小两房 近地铁 交通便利,浦东,单价52888元/平米,250
1560,2491,荷三双南正气户型，采光好，钻石楼层，可拎包入住,浦东,单价48038元/平米,279
1561,2492,绿地景汇 品质小区 看房随时 房东诚心出售,浦东,单价38845元/平米,460
1562,2493,同方一期新出来两房底楼带院子业主诚意出售,浦东,单价66552元/平米,580
1563,2494,万科品质，南北通三房，视野开阔无遮挡，满五年唯一,浦东,单价32979元/平米,310
1564,2495,经典双南中高区两房，采光视野无遮挡看河景，有车位,浦东,单价68720元/平米,750
1565,2496,整个小区只此一套户型 少见二楼全明通透户型,浦东,单价51805元/平米,310
1566,2497,浦江东旭公寓+满四唯一+随时可看+非一楼+双南双阳台,浦东,单价47749元/平米,370
1567,2498,楼梯中层，二手买进价高税少，南北通透，业主诚售,浦东,单价34111元/平米,420
1568,2499,《内环边小两房+厅带东窗全明+非顶楼视野好》有钥匙！,浦东,单价53814元/平米,278
1569,2500,诚心出售 户型好 采光足 位置好 通风好 可以随意装修,浦东,单价31950元/平米,321
1570,2501,东源名都，地铁500米，税费各付，近卜蜂莲花超市！,浦东,单价51467元/平米,465
1571,2502,南北户型，东边套，正规的两房一厅，全明户型,浦东,单价57924元/平米,299
1572,2503,内环内精装世纪公园朝南电梯二房小户型,浦东,单价52401元/平米,490
1573,2504,绿地崴廉大两房，C9户型，高区景观房！看房有钥匙！,浦东,单价54957元/平米,535
1574,2505,花木街道+满两年+精装修+中间楼层+双轨交通业主诚售,浦东,单价48000元/平米,288
1575,2506,02年的商品房，小区单价低，看房随时，高层观景房,浦东,单价53604元/平米,618
1576,2507,二手买进  坐南朝北，通风性好，楼层好，精装修,浦东,单价70107元/平米,625
1577,2508,"看房方便 诚意出售 产权清晰 正常走流程,无户口。。",浦东,单价95037元/平米,360
1578,2509,陆家嘴高区景观全南三房，业主诚意出售,浦东,单价87645元/平米,1230
1579,2510,高区层高3.2米满五唯一，南北通装修保养好舒适温馨,浦东,单价74929元/平米,916
1580,2511,2+1双南户型 满2年 13号线地铁 15年次新小区 精装地暖,浦东,单价84492元/平米,760
1581,2512,靠前滩 带车位 6.8号线双轨交汇 全明南北两房,浦东,单价47074元/平米,329
1582,2513,地铁口600米，飞机户型满五唯一，看房方便。,浦东,单价110530元/平米,1500
1583,2514,地铁口 业主诚意出售 楼层好 采光好 利用空间大,浦东,单价62500元/平米,1050
1584,2515,位置安静，价格可谈，看房方便，精装修,浦东,单价53395元/平米,630
1585,2516,大平层得房率高+视野开阔层高3.15米+通风效果好,浦东,单价83025元/平米,1300
1586,2517,电梯花样洋房 满五唯一 重央空调带地暖 采光充足 诚售,浦东,单价83553元/平米,1270
1587,2518,前滩板块，板式三房，位置安静，中间楼层，诚心出售,浦东,单价68039元/平米,820
1588,2519,20万精装 楼层位置好 近11号秀沿路站,浦东,单价38621元/平米,280
1589,2520,龙阳地铁+边套全明+非顶楼非底楼+价格好谈,浦东,单价50052元/平米,340
1590,2521,世茂精装4房 正看英式大草坪 陆家嘴城市景观,浦东,单价77651元/平米,2150
1591,2522,碧云精装两房，主卧朝南，单价低采光好,浦东,单价65282元/平米,440
1592,2523,方正大四房南北互通全明户型前后无遮挡随时可以看房,浦东,单价52537元/平米,760
1593,2524,内环单价4万9+三年装修+面积大+通透户型+9号线,浦东,单价49140元/平米,1290
1594,2525,本房源位于小区正，中位置。带地下室。诚心出售。,浦东,单价63547元/平米,1450
1595,2526,景观四房一览小区湖景，精致户型楼层好诚意卖！,浦东,单价107459元/平米,1870
1596,2527,满五年唯一  小区央座  双轨交通   业主急售  随时看,浦东,单价45962元/平米,478
1597,2528,鼎鑫名流苑精装4房 南北户型 业主自住 诚意出售,浦东,单价41569元/平米,778
1598,2529,南北通三房满5年唯一税少，不靠高架安静近地铁,浦东,单价94849元/平米,1160
1599,2530,网红小区，家里有小园子，种种菜养养花，公园,浦东,单价53661元/平米,420
1600,2531,高区G户型大两房 满五唯一 保养好 台湾业主 诚意出售,浦东,单价93284元/平米,1550
1601,2532,证大家园正三房 前后视野开阔 满五唯一 产权清晰,浦东,单价63894元/平米,788
1602,2533,♩♫♪♬♪正气大三房，两南一北，采光通风没啥问题,浦东,单价44910元/平米,378
1603,2534,房子2002年建成的飞机户型，看房方便 通风好,浦东,单价52466元/平米,680
1604,2535,近德平路站+眺望东方明珠的璀璨+中星的封面巨作+花园,浦东,单价74087元/平米,890
1605,2536,中冶尚城，经典大四房，精装修，近地铁。,浦东,单价66641元/平米,1035
1606,2537,万科少量大户型房源，小区中，好楼层，视野开阔,浦东,单价84343元/平米,1330
1607,2538,板式南北通 全面户型 双轨地铁 7+13号线 带小花园,浦东,单价76974元/平米,830
1608,2539,华钜御庭(三期)(公寓) 5室2厅 900万,浦东,单价37975元/平米,900
1609,2540,新签V‘IP房，高区正看江带阳台，户型通透,浦东,单价94440元/平米,1649
1610,2541,2008年洋房、约70平方米采光地下室+10平方米北花园,浦东,单价83317元/平米,1250
1611,2542,顶复看过来，02年商品房，满五唯一,浦东,单价40118元/平米,630
1612,2543,附产权车位+朝南视野采光无影响+中空调+全屋地暖,浦东,单价84820元/平米,1360
1613,2544,地铁口小三房 精装自住 二手买入税少 诚意出售好看房,浦东,单价71311元/平米,693
1614,2545,满五年唯一，看房方便，视野开阔，保养好，正对泳池,浦东,单价80944元/平米,2250
1615,2546,房子满五年的 精装修 全明户型 南北通,浦东,单价46275元/平米,390
1616,2547,满五年唯一，税费少，自住装修、保养全新、诚意出售,浦东,单价71140元/平米,810
1617,2548,超大花园采光好，两房朝南可南北通，保养好随时看房,浦东,单价92083元/平米,735
1618,2549,空中别墅，美式装修，挑空客厅，装修60万，拎包入住,浦东,单价52901元/平米,600
1619,2550,豪 华装修带中 央空调，中间位置，满五唯一，看房方便,浦东,单价67792元/平米,928
1620,2551,11号地铁三林东，配套齐全，低总价刚需房 南北通,浦东,单价48252元/平米,345
1621,2552,双南，满五唯一，中间楼层，交通便利，配套成熟。,浦东,单价42890元/平米,345
1622,2553,精装修+五楼+诚意出售+看房方便+近龙阳路,浦东,单价48625元/平米,258
1623,2554,一手动迁两房，满五不唯一，主卧带阳台,浦东,单价40715元/平米,278
1624,2555,绿地集团建造商品房，精装修南北通风，满五唯一,浦东,单价47380元/平米,330
1625,2556,大区聚焦 雅颂四期精装南北通两房 保养好拎包入住,浦东,单价57956元/平米,479
1626,2557,满五唯一，保利C户型，中间楼层，随时可看,浦东,单价49561元/平米,445
1627,2558,临河位置，南北双阳台，精装修保养好，看房方便满五,浦东,单价26419元/平米,278
1628,2559,宜浩佳苑 三房两卫 精装保养 南北通透 明珠教育,浦东,单价32986元/平米,360
1629,2560,此房满五唯一，税费少，楼距宽采光充足，,浦东,单价32521元/平米,220
1630,2561,新出南北小两房 总价低 业主置换诚意出售,浦东,单价56667元/平米,255
1631,2562,满五年近16号。精装修 南北正通 2+1户型 新小区,浦东,单价29402元/平米,260
1632,2563,前滩板块，一梯两户，楼层好，业主诚心出售,浦东,单价53370元/平米,350
1633,2564,SUPER低价房可谈 带25平花园，满五唯一，小三房户型,浦东,单价72266元/平米,666
1634,2565,瑞阳苑南北通透飞机户型，业主诚意卖，价可谈,浦东,单价34607元/平米,260
1635,2566,绿川馨康苑 2004年绿地商品房 南北户型满五唯一,浦东,单价51657元/平米,435
1636,2567,{大三房，精装修，电梯房，通明户型，价格可谈},浦东,单价46395元/平米,590
1637,2568,前后无遮挡 南北户型 看房随时。,浦东,单价35213元/平米,253
1638,2569,【花木板块】2/7/16号线交汇+比邻龙阳路CBD必看好房,浦东,单价46363元/平米,195
1639,2570,惠浦公寓 南北通 大两房 楼层佳 位置好 诚意售,浦东,单价40045元/平米,400
1640,2571,精装自住两房，顶楼带阁楼，使用空间大,浦东,单价22303元/平米,210
1641,2572,三房两卫，一手动迁，满五唯一税费少，视野开阔采光好,浦东,单价24270元/平米,290
1642,2573,东南一村，上架房源，九大安心服务承诺保驾护航,浦东,单价29152元/平米,300
1643,2574,仁恒东郊花园 精装修 栋距开阔 南北户型,浦东,单价70012元/平米,660
1644,2575,前滩品质小区，景观位置大三房，精装出售，看房方便,浦东,单价66142元/平米,840
1645,2576,芳雅苑 2室1厅 280万,浦东,单价47346元/平米,280
1646,2577,1997年精装小两房，6楼一梯两户,浦东,单价47167元/平米,278
1647,2578,创欣公寓架房源，12大承诺为您保驾护航,浦东,单价33042元/平米,415
1648,2579,绿地开发，两房婚房装修，户型南北通透，业主诚心置换,浦东,单价27148元/平米,237
1649,2580,前滩壹号 全南，人车分流，品质小区，楼层好视野好,浦东,单价91325元/平米,880
1650,2581,青厦小区 2室1厅 205万,浦东,单价34740元/平米,205
1651,2582,明珠小区(川沙) 2室2厅 280万,浦东,单价31167元/平米,280
1652,2583,青厦小区 2室1厅 252万,浦东,单价35735元/平米,252
1653,2584,一手动迁，无增值税，南北格局，户型好，采光无遮挡。,浦东,单价55731元/平米,495
1654,2585,中间楼层，精装两房商品房，满五唯一税费少，看房方便,浦东,单价59117元/平米,498
1655,2586,中间楼层，双轨交通，全明户型，钥匙房，诚意出售,浦东,单价71780元/平米,730
1656,2587,一方花园洋房一楼垫高带45平花园，婚房装修自住满五,浦东,单价31763元/平米,480
1657,2588,自住精装修。满五年唯一，三房户型全明户型，价可谈,浦东,单价17858元/平米,275
1658,2589,公司产权房子，精装装修，旁边2号线华东路站,浦东,单价37051元/平米,600
1659,2590,东原逸墅 高档小区 人车分流 业主自住精装修诚心售卖,浦东,单价38374元/平米,505
1660,2591,陆家嘴一线江景房，南北通，看老外滩，带中西厨房,浦东,单价167858元/平米,4700
1661,2592,只有这套装修真漂亮，带地暖，江景房，让您一见钟情,浦东,单价162182元/平米,4900
1662,2593,前滩新房，中粮品质，三轨交汇。诚意出售，看房方便,浦东,单价125532元/平米,1180
1663,2594,人车分流 小区中间位置 小高层 得房率高 看房方便,浦东,单价84079元/平米,1720
1664,2595,空中别墅，景观视野好，坐拥整个云间、汤高别墅区,浦东,单价68091元/平米,2480
1665,2596,全新未住别墅+全屋地暖空调+6米挑高地下室+产权车位。,浦东,单价94060元/平米,1900
1666,2597,"满五年+小区央座+中间楼层+总价少+9,14号线+业主诚意",浦东,单价77595元/平米,880
1667,2598,此房满五年，税费少，高区景观好，一梯两户得房率高。,浦东,单价95014元/平米,1288
1668,2599,小区低单价三房 业主诚意出售 看房提前约,浦东,单价68569元/平米,870
1669,2600,保养如新，南北通的户型，户型方正，拎包可以入住,浦东,单价98187元/平米,1180
1670,2601,边套大两房，双卫，满五税费少，小区前排,浦东,单价99035元/平米,1210
1671,2602,保养完好，精装一房，采光足，视野好，有钥匙,浦东,单价40332元/平米,219
1672,2603,小区环境好，闹中取静，停车方便，学习生活的好地段,浦东,单价20256元/平米,130
1673,2604,公元新村 周浦镇上 地段好 总价低  满五唯一 出行方便,浦东,单价40930元/平米,155
1674,2605,顶楼带阁楼 南北通两房 房东诚心出售,浦东,单价42206元/平米,310
1675,2606,小区好位子，楼层棒，面对大花园...,浦东,单价51580元/平米,320
1676,2607,次新房 舒馨北苑，园西，适宜老幼居住,浦东,单价42728元/平米,240
1677,2608,大两房满五唯一，小区中间位置，双南户型，视野采光好,浦东,单价30775元/平米,293
1678,2609,盛大金磐三房南北通户型，看小区花园，看房方便,浦东,单价88258元/平米,2330
1679,2610,双南电梯两房，户型正气，景观房,浦东,单价50506元/平米,350
1680,2611,匠心设计：双南两房 中高层 大金空调 索菲亚订制家具,浦东,单价52171元/平米,470
1681,2612,东城花苑一村 2室2厅 249万,浦东,单价24608元/平米,249
1682,2613,店长推荐+精装一房一厅+中间楼层+价到签字+不占用,浦东,单价105864元/平米,390
1683,2614,此房婚房装修，而且业主自住，保养很好,浦东,单价48764元/平米,213
1684,2615,此房南北通格局，带阁楼，视野宽阔 满五唯一,浦东,单价54235元/平米,422
1685,2616,近6号线地铁站单价低2房 厨卫有窗 采光好 诚意出售,浦东,单价47399元/平米,338
1686,2617,绿化65，精装修花园式小区 满五唯一 南北直通,浦东,单价53456元/平米,738
1687,2618,特色电梯高区两房 南北户型 满五唯一 诚心出售,浦东,单价46924元/平米,366
1688,2619,别墅中公寓 中间楼层 南北通 采光无遮挡 满五唯一,浦东,单价42425元/平米,560
1689,2620,低总价大两房、近地铁、采光充足、户型正气,浦东,单价70478元/平米,752
1690,2621,税费低 业主诚意出售 地铁12号线 健身楼层,浦东,单价51740元/平米,510
